Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
A Shaun the Sheep Movie: Farmageddon,2019,G,14 Feb 2020,86 min,"Animation, Adventure, Comedy","Will Becher, Richard Phelan","Mark Burton, Jon Brown, Richard Starzak","Justin Fletcher, John Sparkes, Amalia Vitale","There is something strange going on in the peaceful town of Mossingham, right after the fantastic rescue mission in Shaun the Sheep Movie (2015). As mischievous Shaun orders in pizza for the woolly flock under the nose of the Farmer, and Bitzer, the ever-watchful sheepdog, a mysterious, fast-moving UFO enters the Earth's atmosphere and crash-lands near the verdant Mossy Bottom Farm. Now, Lu-La, the extraordinary friendly creature from the depths of the galaxy, is in grave danger, light-years away from home. Can Shaun, and the rest of the lambs, lend a helping hand, and protect their new extraterrestrial companion from the Ministry of Alien Detection, and its unstoppable leader, Agent Red?",English,"United Kingdom, France",Nominated for 1 Oscar. 2 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNTdjZjBkMDMtODBlNi00N2E0LWE1OGItOTgxODNmMDkzNGJmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.8,"15,528",tt6193408,movie,14 Feb 2020,N/A,N/A,N/A,True,
A Single Life,2014,TV-PG,01 Sep 2014,3 min,"Animation, Short, Comedy","Marieke Blaauw, Joris Oprins, Job Roggeveen","Job Roggeveen, Joris Oprins, Marieke Blaauw",N/A,"Alone in her apartment, a beautiful young woman is anxious to play her newest 45rpm record single. And then, as if by magic, much to her surprise, the avid audiophile is transported through time; every time the record skips, a different place awaits her. What a puzzling and magical single.",None,Netherlands,Nominated for 1 Oscar. 11 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ1OTY3NjAwNF5BMl5BanBnXkFtZTgwMDQ5ODMwNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,827",tt3838700,movie,23 Mar 2017,N/A,N/A,N/A,True,
A Single Man,2009,R,05 Feb 2010,99 min,"Crime, Drama, Romance",Tom Ford,"Christopher Isherwood, Tom Ford, David Scearce","Colin Firth, Julianne Moore, Matthew Goode","It's November 30, 1962. Native Brit George Falconer, an English professor at a Los Angeles area college, is finding it difficult to cope with life. Jim, his personal partner of sixteen years, died in a car accident eight months earlier when he was visiting with family. Jim's family were not going to tell George of the death or accident, let alone allow him to attend the funeral. This day, George has decided to get his affairs in order before he will commit suicide that evening. As he routinely and fastidiously prepares for the suicide and post suicide, George reminisces about his life with Jim. But George spends this day with various people, who see a man sadder than usual and who affect his own thoughts about what he is going to do. Those people include Carlos, a Spanish immigrant/aspiring actor/gigolo recently arrived in Los Angeles; Charley, his best friend who he knew from England, she who is a drama queen of a woman who romantically desires her best friend despite his sexual orientation; and Kenny Potter, one of his students, who seems to be curious about his professor beyond English class.","English, Spanish",United States,Nominated for 1 Oscar. 39 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BMzU5MTk4MjQ2M15BMl5BanBnXkFtZTcwNDU0MzEwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.5,"117,232",tt1315981,movie,10 Sep 2015,"$9,176,000",N/A,N/A,True,
A Sister,2018,N/A,01 Oct 2018,17 min,"Short, Drama, Thriller",Delphine Girard,Delphine Girard,"Veerle Baetens, Selma Alaoui, Guillaume Duhesme",A night. A car. Alie is in danger. To get by she must make the most important phone call of her life.,French,Belgium,Nominated for 1 Oscar. 5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOWNiM2RjOWMtYWZiZi00MmRhLWJjYzEtYmQwN2Q2NzBhNGJjXkEyXkFqcGdeQXVyOTYyNDcxODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"1,621",tt8767544,movie,N/A,"$330,661",N/A,N/A,True,
A Star Is Born,2018,R,05 Oct 2018,136 min,"Drama, Music, Romance",Bradley Cooper,"Eric Roth, Bradley Cooper, Will Fetters","Lady Gaga, Bradley Cooper, Sam Elliott","Seasoned musician Jackson Maine (Bradley Cooper) discovers-and falls in love with-struggling artist Ally (Gaga). She has just about given up on her dream to make it big as a singer - until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.","English, French",United States,Won 1 Oscar. 98 wins & 290 nominations total,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.6,"417,346",tt1517451,movie,15 Jan 2019,"$215,333,122",N/A,N/A,True,
A War,2015,R,10 Sep 2015,115 min,"Crime, Drama, Thriller",Tobias Lindholm,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling","Company commander Claus M. Pedersen (Pilou Asbæk) and his men are stationed in an Afghan province. Meanwhile back in Denmark Claus' wife Maria (Tuva Novotny) is trying to hold everyday life together with a husband at war and three children missing their father. During a routine mission, the soldiers are caught in heavy crossfire and in order to save his men, Claus makes a decision that has grave consequences for him - and his family back home.","Danish, Arabic, English","Denmark, France",Nominated for 1 Oscar. 8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMjA1ODY3NjQzNV5BMl5BanBnXkFtZTgwNjEzNTUxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.0,"11,080",tt3830162,movie,01 Apr 2017,"$122,902",N/A,N/A,True,
Abacus: Small Enough to Jail,2016,Not Rated,07 Jul 2017,88 min,Documentary,Steve James,N/A,"Thomas Sung, Hwei Lin Sung, Cyrus Vance Jr.","After the 2008 financial crisis that nearly destroyed the world economy, none of the American financial institutions faced prosecutions for their shady dealings that contributed to this debacle, except one. Abacus Federal Savings Bank, a small Chinese-American bank that catered to the neglected market of their community, was indicted on fraud charges and loan falsifications. As the bank disputed these accusations, many in the mainstream news media noticed that far larger competitors appeared to have committed similar misdeeds without legal consequence; likely because they were ""too big to fail."" This film explores the history of Abacus and its legal battle for survival against this hypocritical, and likely racist, application of the law that seemed to determined to punish them as a scapegoat for crimes that much larger felons deserve to face.","English, Mandarin, Cantonese",United States,Nominated for 1 Oscar. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYTZkNGI4YWItNjY2ZS00NjVkLWEyZDMtYmZkOGVkYWZlNGE4XkEyXkFqcGdeQXVyMjM2NDc3OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.1,"2,932",tt5952382,movie,13 Sep 2017,"$113,278",N/A,N/A,True,
Ad Astra,2019,PG-13,20 Sep 2019,123 min,"Adventure, Drama, Mystery",James Gray,"James Gray, Ethan Gross","Brad Pitt, Tommy Lee Jones, Ruth Negga",Astronaut Roy McBride (Brad Pitt) travels to the outer edges of the solar system to find his missing father and unravel a mystery that threatens the survival of our planet. His journey will uncover secrets that challenge the nature of human existence and our place in the cosmos.,"English, Norwegian","United States, China, Brazil",Nominated for 1 Oscar. 13 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BZDE0ZjNjMTktYmIwMC00ODZjLWIwNGMtODM3MWZhMGM1NWFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,6.5,"259,563",tt2935510,movie,20 Sep 2019,"$50,188,370",N/A,N/A,True,
Adam and Dog,2012,TV-PG,06 Nov 2012,16 min,"Animation, Short, Drama",Minkyu Lee,Minkyu Lee,Alexander Jasho,"Dog walks Eden. Then one day he meets a strange creature, Adam. Side by side, they spend their days in the flourishing garden, and become inseparable companions - until a new creature arrives: Eve. After meeting this new companion, who is similar to him, Adam neglects Dog. But after the Fall of Man, when the two Humans must leave the Garden, he consorts with them into the realm of hardship.",None,United States,Nominated for 1 Oscar. 1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzc1NzcyNzY4Nl5BMl5BanBnXkFtZTcwNTEwMDIwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"2,310",tt2162565,movie,N/A,N/A,N/A,N/A,True,
Affairs of the Art,2021,N/A,09 Dec 2021,16 min,"Animation, Short, Comedy",Joanna Quinn,Les Mills,"Menna Trussler, Brendan Charleson, Joanna Quinn","How many obsessions can one family have? In Joanna Quinn and Les Mills' Affairs of the Art, we reconnect with Beryl, the working-class heroine who not only reveals her own obsession with drawing but exposes the addictions of her eccentric family, which include pickling, screw threads and pet taxidermy.",English,"United Kingdom, Canada",Nominated for 1 Oscar. 15 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BNzdiMzA1YTctOGY2Ny00NGIyLWJkZGYtOWI5OTcyNGUyNTE2XkEyXkFqcGdeQXVyMzc0Njg0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"1,514",tt14293560,movie,N/A,N/A,N/A,N/A,True,
Aftersun,2022,R,18 Nov 2022,102 min,Drama,Charlotte Wells,Charlotte Wells,"Paul Mescal, Frankie Corio, Celia Rowlson-Hall",Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she d...,"English, Turkish, Spanish","United Kingdom, United States",Nominated for 1 Oscar. 93 wins & 178 nominations total,https://m.media-amazon.com/images/M/MV5BMTM3OTU0ZGUtNzYwYy00ODU3LWI3YjgtOWZlODliMmRiMWEzXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.6,"89,948",tt19770238,movie,20 Dec 2022,"$1,658,790",N/A,N/A,True,
Ajami,2009,Not Rated,17 Sep 2009,124 min,"Crime, Drama","Scandar Copti, Yaron Shani","Scandar Copti, Yaron Shani","Fouad Habash, Nisrin Siksik, Elias Saba","Ajami is an area of Jaffa where Arabs, Palestinians, Jews and Christians try to live together in an atmosphere that is -to say the least - electric. Omar, an Israeli Arab, struggles to save his family from elimination by a gang of extortionists. He also courts a beautiful Christian girl, Hadir, but marrying her is far from obvious. Malek, an illegal Palestinian worker, tries to collect enough money to pay for his mother's operation. Dando, an Israeli cop, does his utmost to trace his missing brother who may have been killed by Palestinians. Binj, Malek and Omar's Arab friend, suffers from being rejected by other members of his community for mixing with an Israeli girl. All of them will meet violence, most of the time ... with violence.","Arabic, Hebrew","Germany, Israel, United Kingdom",Nominated for 1 Oscar. 15 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTMyNjY0MDE3MF5BMl5BanBnXkFtZTcwNDk4NTgxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.3,"6,499",tt1077262,movie,25 Aug 2011,"$622,403",N/A,N/A,True,
Albert Nobbs,2011,R,22 Feb 2012,113 min,"Drama, Romance",Rodrigo García,"Gabriella Prekop, John Banville, Glenn Close","Glenn Close, Mia Wasikowska, Aaron Taylor-Johnson","In 19th century Dublin, Albert Nobbs, an eccentric man in the latter part of middle age, works as a waiter in Morrison's Hotel run by the stingy and controlling Marge Baker. Albert is hard working and saves his money so that one day he will be able to eke out a better life for himself by owning his own business rather than work at the hotel. Beyond his work colleagues, he is all alone in the world. One day, a man named Hubert Page is hired by Mrs. Baker to paint one of the rooms in the hotel. She forces Hubert to share Albert's bed for the one night he is required to stay to complete the work, much to Albert's horror. Hubert discovers the reason Albert did not want to share a room with him. But rather than the issue being a problem, Hubert shows Albert that he can follow a slightly different life path than the one he envisioned for himself - one closer to the life that Hubert leads with his wife Cathleen - which includes getting married and having a wife to support him emotionally. Albert's choice as a bride is his younger flirtatious co-worker Helen Dawes, who, unknown to Albert, is already in a sexual relationship with the brusque and sly Joe Mackins, another co-worker recently arrived to Morrison's. As Albert, Helen and Joe play their respective games of courtship, Albert may find that what seemed to come naturally to Hubert may be more difficult for him.",English,"United States, Ireland, United Kingdom, France",Nominated for 3 Oscars. 19 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BMTM1MjU1NTYzMV5BMl5BanBnXkFtZTcwODk2NzAwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.7,"25,560",tt1602098,movie,03 Feb 2015,"$3,014,696",N/A,N/A,True,
Alice in Wonderland,2010,PG,05 Mar 2010,108 min,"Adventure, Family, Fantasy",Tim Burton,"Linda Woolverton, Lewis Carroll","Mia Wasikowska, Johnny Depp, Helena Bonham Carter","Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called ""Underland,"" she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason--to conquer the horrific Jabberwocky and restore the rightful queen to her throne.","English, Russian, Ukrainian","United States, Italy, Canada, Japan, United Kingdom",Won 2 Oscars. 35 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.4,"439,808",tt1014759,movie,23 Nov 2015,"$334,191,110",N/A,N/A,True,
All Is Lost,2013,PG-13,25 Oct 2013,106 min,"Action, Adventure, Drama",J.C. Chandor,J.C. Chandor,Robert Redford,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face.",English,United States,Nominated for 1 Oscar. 3 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,6.9,"83,639",tt2017038,movie,06 Oct 2015,"$6,263,670",N/A,N/A,True,
